RunAccession,SampleAccession,DatasetAccession,LibraryStrategy,DatasetReadable,DatasetName,DatasetAbbrev,Author,PairedEnd,Source,CellLine,Producer,ProductType,Glutamine,GlutamineConcentration,CulturePhase,Host,CellLineSource,CellLineExact,Temperature,SelectionMarker,Growth,ProcessType,Productivity,Stability ,FullSampleName
SRR14860928,SRS9236360,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,TRUE,BsAb,TRUE,6,EarlyStat,FALSE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,Medium,NA,Ab1-less
SRR14860933,SRS9236358,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,TRUE,BsAb,TRUE,6,EarlyStat,FALSE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,Low,NA,Ab2-OPT-agg
SRR14860934,SRS9236358,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,TRUE,BsAb,TRUE,6,EarlyStat,FALSE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,Low,NA,Ab2-OPT-agg
SRR14860935,SRS9236358,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,TRUE,BsAb,TRUE,6,EarlyStat,FALSE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,Low,NA,Ab2-OPT-agg
SRR14860936,SRS9236357,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,TRUE,BsAb,TRUE,6,EarlyStat,FALSE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,Low,NA,Ab2-less
SRR14860937,SRS9236357,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,TRUE,BsAb,TRUE,6,EarlyStat,FALSE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,Low,NA,Ab2-less
SRR14860938,SRS9236357,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,TRUE,BsAb,TRUE,6,EarlyStat,FALSE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,Low,NA,Ab2-less
SRR14860941,SRS9236355,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,FALSE,NA,TRUE,6,EarlyStat,TRUE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,NA,NA,No_exp_vector
SRR14860942,SRS9236355,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,FALSE,NA,TRUE,6,EarlyStat,TRUE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,NA,NA,No_exp_vector
SRR14860932,SRS9236355,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,FALSE,NA,TRUE,6,EarlyStat,TRUE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,NA,NA,No_exp_vector
SRR14860929,SRS9236359,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,FALSE,NA,TRUE,6,EarlyStat,FALSE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,NA,NA,GS_exp_vector
SRR14860930,SRS9236359,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,FALSE,NA,TRUE,6,EarlyStat,FALSE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,NA,NA,GS_exp_vector
SRR14860931,SRS9236359,SRP324587,PolyA,SRP324587,Barzadd,B,Barzadd,TRUE,SRA,CHO-K1,FALSE,NA,TRUE,6,EarlyStat,FALSE,Commercial,CAT-S,35.5,MSX,NA,FedBatch,NA,NA,GS_exp_vector
INH010101,INH010100,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_6h_R1
INH010102,INH010100,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_6h_R1
INH010103,INH010100,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_6h_R1
INH010104,INH010100,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_6h_R1
INH010201,INH010200,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_6h_R2
INH010202,INH010200,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_6h_R2
INH010203,INH010200,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_6h_R2
INH010204,INH010200,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_6h_R2
INH010301,INH010300,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_6h_R1
INH010302,INH010300,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_6h_R1
INH010303,INH010300,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_6h_R1
INH010304,INH010300,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_6h_R1
INH010402,INH010400,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_6h_R2
INH010403,INH010400,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_6h_R2
INH010404,INH010400,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_6h_R2
INH010501,INH010500,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_24h_R1
INH010502,INH010500,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_24h_R1
INH010503,INH010500,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_24h_R1
INH010504,INH010500,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_24h_R1
INH010601,INH010600,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_24h_R2
INH010602,INH010600,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_24h_R2
INH010603,INH010600,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_24h_R2
INH010604,INH010600,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_24h_R2
INH010701,INH010700,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_24h_R1
INH010702,INH010700,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_24h_R1
INH010703,INH010700,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_24h_R1
INH010704,INH010700,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_24h_R1
INH010801,INH010800,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_24h_R2
INH010802,INH010800,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_24h_R2
INH010803,INH010800,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_24h_R2
INH010804,INH010800,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,EarlyExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_24h_R2
INH010901,INH010900,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_48h_R1
INH010902,INH010900,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_48h_R1
INH010903,INH010900,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_48h_R1
INH010904,INH010900,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_48h_R1
INH011001,INH011000,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_48h_R2
INH011002,INH011000,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_48h_R2
INH011003,INH011000,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_48h_R2
INH011004,INH011000,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,High,Batch,NA,NA,8mM_48h_R2
INH011101,INH011100,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_48h_R1
INH011102,INH011100,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_48h_R1
INH011103,INH011100,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_48h_R1
INH011104,INH011100,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_48h_R1
INH011201,INH011200,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_48h_R2
INH011202,INH011200,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_48h_R2
INH011203,INH011200,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_48h_R2
INH011204,INH011200,INH010000,rRNA,INH01_Papez,Papez,P,Papez,TRUE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,Low,Batch,NA,NA,0mM_48h_R2
INH020101,INH020100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH020102,INH020100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH020103,INH020100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH020104,INH020100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH020105,INH020100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH020106,INH020100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH020107,INH020100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH020201,INH020200,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A141-1
INH020202,INH020200,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A141-1
INH020203,INH020200,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A141-1
INH020301,INH020300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A141-2
INH020302,INH020300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A141-2
INH020303,INH020300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A141-2
INH020304,INH020300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A141-2
INH020401,INH020400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A150-1
INH020402,INH020400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A150-1
INH020403,INH020400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A150-1
INH020404,INH020400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A150-1
INH020501,INH020500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A27-1
INH020502,INH020500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A27-1
INH020503,INH020500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A27-1
INH020504,INH020500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A27-1
INH020601,INH020600,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A64-1
INH020602,INH020600,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A64-1
INH020603,INH020600,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A64-1
INH020604,INH020600,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A64-1
INH020701,INH020700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A84B-1
INH020702,INH020700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A84B-1
INH020703,INH020700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A84B-1
INH020704,INH020700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A84B-1
INH020705,INH020700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A84B-1
INH020801,INH020800,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,A150-2
INH020802,INH020800,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,A150-2
INH020803,INH020800,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,A150-2
INH020901,INH020900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A27-2
INH020902,INH020900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A27-2
INH020903,INH020900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A27-2
INH021001,INH021000,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A64-2
INH021002,INH021000,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A64-2
INH021003,INH021000,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,A64-2
INH021101,INH021100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A84B-2
INH021102,INH021100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A84B-2
INH021103,INH021100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,High,NA,A84B-2
INH021201,INH021200,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,A89-1
INH021202,INH021200,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,A89-1
INH021203,INH021200,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,A89-1
INH021301,INH021300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Medium,NA,B18-1
INH021302,INH021300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Medium,NA,B18-1
INH021303,INH021300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Medium,NA,B18-1
INH021401,INH021400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,A89-2
INH021402,INH021400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,A89-2
INH021403,INH021400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,A89-2
INH021404,INH021400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,A89-2
INH021501,INH021500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Medium,NA,B18-2
INH021502,INH021500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Medium,NA,B18-2
